ChEMBL ID,p-value (-log),Activity Type,Activity Relation,Activity Value,Unit,Smiles
CHEMBL3964639,7,Ki,=,100,nM,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1
CHEMBL3991103,7,Ki,=,100,nM,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1
CHEMBL3927259,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCCN(Cc2ccccc2)C(=O)[C@@H](O)CO)c1
CHEMBL3991141,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCCN(Cc2ccccc2)C(=O)[C@@H](O)CO)c1
CHEMBL3898530,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)[C@H]2CC[C@H](O)CC2)c1
CHEMBL3991143,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)[C@H]2CC[C@H](O)CC2)c1
CHEMBL3967052,7,Ki,=,100,nM,CC(=O)OCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1
CHEMBL3991178,7,Ki,=,100,nM,CC(=O)OCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1
CHEMBL3909993,7,Ki,=,100,nM,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(C(F)(F)F)CC1
CHEMBL3991179,7,Ki,=,100,nM,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(C(F)(F)F)CC1
CHEMBL3896588,7,Ki,=,100,nM,C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1
CHEMBL3991225,7,Ki,=,100,nM,C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1
CHEMBL3949956,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC(F)(F)c2ccccc2)C(=O)[C@@H](O)CO)c1
CHEMBL3991226,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC(F)(F)c2ccccc2)C(=O)[C@@H](O)CO)c1
CHEMBL3948803,7,Ki,=,100,nM,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F
CHEMBL3991255,7,Ki,=,100,nM,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F
CHEMBL3918827,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC2)C(=O)[C@H](O)CO)c1
CHEMBL3991257,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC2)C(=O)[C@H](O)CO)c1
CHEMBL3954546,7,Ki,=,100,nM,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccc(CF)cc1
CHEMBL3991258,7,Ki,=,100,nM,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccc(CF)cc1
CHEMBL3972380,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC23CC4CC(CC(C4)C2)C3)C(=O)CO)c1
CHEMBL3991306,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC23CC4CC(CC(C4)C2)C3)C(=O)CO)c1
CHEMBL3946714,7,Ki,=,100,nM,CC(C)(C)OCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F
CHEMBL3991307,7,Ki,=,100,nM,CC(C)(C)OCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F
CHEMBL3915579,7,Ki,=,100,nM,CS(=O)(=O)CC(=O)N(CCc1ccccc1)CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2
CHEMBL3991308,7,Ki,=,100,nM,CS(=O)(=O)CC(=O)N(CCc1ccccc1)CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2
CHEMBL3951192,7,Ki,=,100,nM,CC(C)(C)C(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1
CHEMBL3991309,7,Ki,=,100,nM,CC(C)(C)C(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1
CHEMBL3963911,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2ccc(O)cc2)C(=O)CO)c1
CHEMBL3991311,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2ccc(O)cc2)C(=O)CO)c1
CHEMBL3959139,7,Ki,=,100,nM,CC(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1
CHEMBL3991373,7,Ki,=,100,nM,CC(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1
CHEMBL3911241,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccc(C(F)(F)F)cc2)C(=O)CO)c1
CHEMBL3991374,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccc(C(F)(F)F)cc2)C(=O)CO)c1
CHEMBL3920969,7,Ki,=,100,nM,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccc(C(F)(F)F)cc1
CHEMBL3991375,7,Ki,=,100,nM,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccc(C(F)(F)F)cc1
CHEMBL3907179,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(C(F)(F)F)CC2)C(=O)CO)c1
CHEMBL3991376,7,Ki,=,100,nM,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(C(F)(F)F)CC2)C(=O)CO)c1
CHEMBL3904165,7,Ki,=,100,nM,C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F
CHEMBL3991412,7,Ki,=,100,nM,C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F
CHEMBL3904332,7,Ki,=,100,nM,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1
CHEMBL3991456,7,Ki,=,100,nM,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1
CHEMBL3986988,7,Ki,=,100,nM,CC(O)C(O)C(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1
CHEMBL3991471,7,Ki,=,100,nM,CC(O)C(O)C(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1
CHEMBL355202,7,Ki,=,100,nM,O=C1NCN(C21CCN(CC2)[C@@H]1Cc2c3c1cccc3ccc2)c1ccccc1
CHEMBL2048763,7,Ki,=,100,nM,Clc1ccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)cc1
CHEMBL4090365,7,Ki,=,100,nM,COc1ccc2c3c1O[C@H]1C(=O)/C(=C/c4ccccc4)C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
CHEMBL4062483,7,Ki,=,100,nM,NC(=O)c1cccc(C2C[C@H]3CC[C@H](C2)N3CCCOc2ccccc2)c1
CHEMBL3350127,7,Ki,=,100,nM,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](NC(=O)CCC(=O)N[C@H]2CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5
CHEMBL258294,7,Ki,=,100,nM,C[C@H]1CN(CCC(=O)N(CC2CC2)[C@@H](Cc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1
CHEMBL4776986,7,Ki,=,101,nM,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c(C)cc(O)cc2C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O
CHEMBL107207,7,Ki,=,103,nM,COc1ccc2c(c1O)[C@]13CCN(C)C(C2)[C@@]12CC(=C(C)C)[C@@H]3c1[nH]c3ccccc3c1C2
CHEMBL80,7,Ki,=,103,nM,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)O
CHEMBL2418734,7,Ki,=,103,nM,Oc1cccc([C@]23CCN(CCc4ccccc4)[C@H](C2)[C@H]2CCCC[C@@H]2C3)c1
CHEMBL80,7,Ki,=,103,nM,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)O
CHEMBL67144,7,Ki,=,103,nM,COCCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2ccccc2)cc1
CHEMBL2373217,7,Ki,=,103.4,nM,CCC(=O)N(c1ccccc1)[C@H]1CCN(C[C@H](O)c2ccccc2)C[C@H]1C
CHEMBL331883,7,Ki,=,103.4,nM,CCC(=O)N(c1ccccc1)[C@H]1CCN(C[C@H](O)c2ccccc2)C[C@H]1C
CHEMBL4241031,7,Ki,=,103.6,nM,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)OC(C)=O)[C@@H](C2)N(CC2CC2)CC[C@]315
CHEMBL2178339,7,Ki,=,103.9,nM,COc1cnccc1C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CHEMBL216365,7,Ki,=,104,nM,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)C/C=C/c5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314
CHEMBL70,7,Ki,=,104.1,nM,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
CHEMBL70,7,Ki,=,104.6,nM,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
CHEMBL127969,7,Ki,=,105,nM,CN1c2ccccc2C(c2ccccc2)=NCC1CCNC(=O)c1cccs1
CHEMBL1628270,7,Ki,=,105,nM,COc1cccc2c1[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(OC)CCC(=O)C3
CHEMBL322796,7,Ki,=,105,nM,COc1cccc2c1[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(OC)CCC(=O)C3
CHEMBL127969,7,Ki,=,105,nM,CN1c2ccccc2C(c2ccccc2)=NCC1CCNC(=O)c1cccs1
CHEMBL4742666,7,Ki,=,105,nM,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N2Cc3ccc(O)cc3C[C@H]2C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O
CHEMBL4063074,7,Ki,=,105.2,nM,Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1
CHEMBL607395,7,Ki,=,105.7,nM,Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@H]4[C@@H](C2)N(C/C=C/c2ccccc2)CC[C@]314
CHEMBL4438046,7,Ki,=,106,nM,CN1/C(=C/C=C/C=C/C2=[N+](CCCCCC(=O)NCC(=O)NCC(=O)NCCCNC(=N)Nc3ccc4[nH]c5c(c4c3)C[C@@]3(O)[C@H]4Cc6ccc(O)c7c6[C@@]3(CCN4CC3CC3)[C@H]5O7)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21
CHEMBL373057,7,Ki,=,106,nM,NS(=O)(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1
CHEMBL3698816,7,Ki,=,106,nM,O=C(N[C@H](C(=O)O)c1ccccc1)c1nc2ccccc2n([C@@H]2C[C@@H]3CCC[C@H](C2)N3C2CCCCCCC2)c1=O
CHEMBL189430,7,Ki,=,107,nM,CN(C(=O)Cc1ccc(CCNS(C)(=O)=O)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1
CHEMBL396636,7,Ki,=,107.9,nM,CC(C)CCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1
CHEMBL3219615,7,Ki,=,108,nM,CC[C@@]1(c2cccc(C(N)=O)c2)[C@H]2CN(CC3(O)Cc4ccccc4C3)C[C@H]21
CHEMBL106253,7,Ki,=,109,nM,CC(C)C[C@H]1C(=O)NCN1C(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1
CHEMBL3678966,7,Ki,=,109.4,nM,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccc(C)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CC[N+]1(C)CC1CC1)[C@H]2O5
CHEMBL52399,7,Ki,=,110,nM,C[C@H]1C2Cc3ccc(N)cc3[C@@]1(C)CCN2CC1CC1
CHEMBL90305,7,Ki,=,110,nM,Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1CCC(O)c1cccs1
CHEMBL56695,7,Ki,=,110,nM,NC(=O)c1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
CHEMBL52399,7,Ki,=,110,nM,C[C@H]1C2Cc3ccc(N)cc3[C@@]1(C)CCN2CC1CC1
CHEMBL56695,7,Ki,=,110,nM,NC(=O)c1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
CHEMBL2371082,7,Ki,=,110,nM,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@H](C(=O)NNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@H](C)c1ccccc1)[C@H](C)c1ccccc1
CHEMBL336664,7,Ki,=,110,nM,CSc1ccc(CN2CC[C@@](C)(c3cccc(C(N)=O)c3)[C@@H](C)C2)cc1
CHEMBL575498,7,Ki,=,110,nM,CCN(CC)C(=O)c1ccc(N(c2cccc(C(=O)N(C)C)c2)C2CCN(Cc3ccccc3)CC2)cc1
CHEMBL2048765,7,Ki,=,110,nM,COc1cccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CC2)CC4)c1
CHEMBL2048768,7,Ki,=,110,nM,Oc1ccccc1CNc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3
CHEMBL392269,7,Ki,=,110,nM,CO[C@]12CC(O)[C@@]3(C[C@@H]1[C@H](C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5
CHEMBL512526,7,Ki,=,110,nM,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(OC(=O)/C=C/c5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314
CHEMBL501331,7,Ki,=,110,nM,CN1CCC[C@H](c2nc3ccccc3n2C2CCN(C3(C)CCCCCCC3)CC2)C1
CHEMBL3350133,7,Ki,=,110,nM,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](NC(=O)CNC(=O)CCC(=O)NCC(=O)N[C@H]2CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5
CHEMBL402135,7,Ki,=,110,nM,CN(C(=O)Cc1cc2c(cc1S(=O)(=O)N(C)C)OCO2)[C@H](CN1CCCC1)c1ccccc1
CHEMBL215760,7,Ki,=,110,nM,C[C@H]1C2Cc3ccc(C(=O)Nc4ccc(-c5ccccc5)cc4)cc3[C@@]1(C)CCN2CC1CC1
CHEMBL2386897,7,Ki,=,111,nM,Oc1ccc2c(c1)[C@]1(CCc3ccccc3)CCN(CCCc3ccccc3)C[C@@H]1O2
CHEMBL2113300,7,Ki,=,111,nM,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4[N+](=O)[O-])[C@@H](C2)N(C)CC[C@]315
CHEMBL2114223,7,Ki,=,113,nM,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2C1CN1CCCC1
CHEMBL275025,7,Ki,=,113,nM,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2C1CN1CCCC1
CHEMBL288468,7,Ki,=,113,nM,COc1cccc(CN2CCC[C@@H]2C/N=C(\S)N2Cc3ccccc3C[C@H]2CNC(=O)Nc2ccccc2)c1OC
CHEMBL40548,7,Ki,=,113,nM,O=C(NC[C@@H]1Cc2ccccc2CN1/C(S)=N/C[C@H]1CCCN1Cc1ccc(O)cc1)Nc1ccccc1
CHEMBL2371013,7,Ki,=,113,nM,C[C@@H](c1ccc(O)cc1)[C@@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
CHEMBL2114223,7,Ki,=,113,nM,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2C1CN1CCCC1
CHEMBL275025,7,Ki,=,113,nM,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2C1CN1CCCC1
CHEMBL70,7,Ki,=,113.3,nM,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
CHEMBL116738,6.9,Ki,=,114,nM,CCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C
CHEMBL4245818,6.9,Ki,=,115.9,nM,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@](C)(CO)C2
CHEMBL151476,6.9,Ki,=,116,nM,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2c(c(-c4ccccc4)cn2Cc2ccccc2)C[C@@]3(O)C1C5
CHEMBL2418733,6.9,Ki,=,116,nM,CN1CC[C@]2(c3cccc(O)c3)C[C@H]3CCCC[C@@H]3[C@H]1C2
CHEMBL3409108,6.9,Ki,=,116,nM,Oc1ccc2c(c1)[C@]1(CCCc3ccccc3)CCN(CCc3cccc(C(F)(F)F)c3)C[C@@H]1O2
CHEMBL19019,6.9,Ki,=,117,nM,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O
CHEMBL3810104,6.9,Ki,=,117,nM,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2c(C)cc(O)cc2C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C1=O
CHEMBL284522,6.9,Ki,=,117,nM,O=C(NCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4c(c2C[C@@]3(O)C1=C5)C[C@@]1(O)[C@H]2Cc3ccc(O)c5c3[C@@]1(CCN2CC1CC1)[C@H]4O5)OCc1ccccc1
CHEMBL19019,6.9,Ki,=,117.1,nM,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O
CHEMBL3086757,6.9,Ki,=,117.4,nM,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccccn1
CHEMBL476600,6.9,Ki,=,117.4,nM,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccccn1
CHEMBL3086757,6.9,Ki,=,117.4,nM,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccccn1
CHEMBL476600,6.9,Ki,=,117.4,nM,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccccn1
CHEMBL575508,6.9,Ki,=,118,nM,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1C
CHEMBL4107681,6.9,Ki,=,119,nM,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1cccc(NCC(=O)O)c1)C2
CHEMBL1161428,6.9,Ki,=,119,nM,Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@@H](O)[C@H](Cc1ccccc1)C(=O)NCCc1ccccc1
CHEMBL4174926,6.9,Ki,=,120,nM,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1cccc2ccccc12)C(=O)NCC(=O)NCCCC[C@@H](NC(=O)CCCCNC(=O)CNC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O
CHEMBL2048770,6.9,Ki,=,120,nM,Oc1ccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)cc1
CHEMBL235239,6.9,Ki,=,120,nM,CO[C@]12CC(O)[C@@]3(C[C@@H]1[C@@H](C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5
CHEMBL415284,6.9,Ki,=,120,nM,C=CCN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)O)c(cc1)O
CHEMBL80,6.9,Ki,=,120,nM,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)O
CHEMBL1766044,6.9,Ki,=,120,nM,CCCNc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CCCF
CHEMBL382919,6.9,Ki,=,120,nM,CCC[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CCc1ccccc1
CHEMBL80,6.9,Ki,=,120,nM,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)O
CHEMBL4636807,6.9,Ki,=,120,nM,Cc1cc(=O)oc2ccc(N3C(=O)C4=C(SC[C@@H](NC(=O)[C@@H](N)Cc5ccc(O)cc5)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)NNC(=O)[C@H](Cc5ccccc5)NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc5ccc(O)cc5)CS4)C3=O)cc12
CHEMBL4650976,6.9,Ki,=,120,nM,Cc1cc(=O)oc2ccc(N3C(=O)C4=C(SC[C@@H](NC(=O)[C@@H](N)Cc5ccc(O)cc5)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)NNC(=O)[C@H](Cc5ccccc5)NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc5ccc(O)cc5)CS4)C3=O)cc12
CHEMBL469189,6.9,Ki,=,120,nM,C[C@H]1C2Cc3ccc4c(N)ncnc4c3[C@@]1(C)CCN2CC1CC1
CHEMBL568988,6.9,Ki,=,120,nM,COc1ccc(CN(Cc2ccc(OC)cc2)c2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CC2)CC4)cc1
CHEMBL1921847,6.9,Ki,=,122,nM,Cc1cc(C)cc(c1)[C@@H]1CCCN1Cc1ccc(cc1)Oc1ccc(cc1F)C(=O)N
CHEMBL1161413,6.9,Ki,=,123,nM,Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1
CHEMBL4238289,6.9,Ki,=,123.2,nM,COc1ccc(C(=O)[C@@]2(C)C[C@@]34CC[C@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(CC2CC2)[C@@H]4C6)cc1
CHEMBL363822,6.9,Ki,=,124,nM,CCCS(=O)(=O)NCc1ccc(CC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c2ccccc2)cc1
CHEMBL232770,6.9,Ki,=,125,nM,Cc1cc(C)c(C(=O)N2CCC(c3ccccc3)(c3nccn3Cc3ccccc3)CC2)c(C)c1
CHEMBL2418572,6.9,Ki,=,126,nM,C[C@H]1CC[C@@]2(c3cccc(O)c3)CCN(CCc3ccccc3)[C@@H]1C2
CHEMBL39272,6.9,Ki,=,127,nM,COc1cc(O)ccc1CN1CCC[C@@H]1C/N=C(\S)N1Cc2ccccc2C[C@H]1CNC(=O)Nc1ccccc1
CHEMBL3409121,6.9,Ki,=,127,nM,Oc1ccc2c(c1)[C@]1(CCCCCc3ccccc3)CCN(CCc3ccc(C(F)(F)F)cc3)C[C@@H]1O2
CHEMBL113995,6.9,Ki,=,127,nM,None
CHEMBL38874,6.9,Ki,=,127,nM,None
CHEMBL4241369,6.9,Ki,=,127.1,nM,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@](C)(C(=O)c1ccc(C(F)(F)F)cc1)C2
