ChEMBL ID,Smiles,bioactivity_class,pKi
CHEMBL3990170,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)[C@@H](O)CCO)c1,active,7.0
CHEMBL3942380,CC(CO)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1,active,7.0
CHEMBL3990174,CC(CO)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1,active,7.0
CHEMBL3919667,C[C@@H](O)[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3990175,C[C@@H](O)[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3921767,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2ccc(F)cc2)C(=O)CO)c1,active,7.0
CHEMBL3990176,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2ccc(F)cc2)C(=O)CO)c1,active,7.0
CHEMBL3956478,CC(C)(C)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3990214,CC(C)(C)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3958117,CC(C)C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3990232,CC(C)C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3976888,CS(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3990235,CS(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3969678,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC23CC4CC(CC(C4)C2)C3)C(=O)CCC(=O)O)c1,active,7.0
CHEMBL3990255,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC23CC4CC(CC(C4)C2)C3)C(=O)CCC(=O)O)c1,active,7.0
CHEMBL3974425,CC(C)(C)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3990256,CC(C)(C)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3949391,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2c(F)cccc2F)C(=O)C2(O)CC2)c1,active,7.0
CHEMBL3990292,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2c(F)cccc2F)C(=O)C2(O)CC2)c1,active,7.0
CHEMBL3941359,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3990294,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3928220,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(F)CC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3990324,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(F)CC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3907942,CS(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3990325,CS(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3974741,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)CCO)c1,active,7.0
CHEMBL3990326,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)CCO)c1,active,7.0
CHEMBL3934968,CC(C)(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3990342,CC(C)(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3929973,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCCN(Cc2ccccc2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3990362,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCCN(Cc2ccccc2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3955853,CC(C)(C)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1,active,7.0
CHEMBL3990363,CC(C)(C)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1,active,7.0
CHEMBL3966240,CS(=O)(=O)CC(=O)N(CCc1ccc(O)cc1)CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2,active,7.0
CHEMBL3990364,CS(=O)(=O)CC(=O)N(CCc1ccc(O)cc1)CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2,active,7.0
CHEMBL3965191,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccccc2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3990383,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccccc2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3932748,CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC12CC3CC(CC(C3)C1)C2,active,7.0
CHEMBL3990404,CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC12CC3CC(CC(C3)C1)C2,active,7.0
CHEMBL3908840,N#CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3990460,N#CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3923303,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2c(F)cccc2F)C(=O)[C@@H](O)Cc2ccccc2)c1,active,7.0
CHEMBL3990487,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2c(F)cccc2F)C(=O)[C@@H](O)Cc2ccccc2)c1,active,7.0
CHEMBL3912877,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2ccccc2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3990488,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2ccccc2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3948566,CC(C)(O)C(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3990489,CC(C)(O)C(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3916056,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3990491,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3948980,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(F)(F)CC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3990512,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(F)(F)CC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3973434,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)C[C@H](O)CO)c1,active,7.0
CHEMBL3990535,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)C[C@H](O)CO)c1,active,7.0
CHEMBL3947039,CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC12CC3CC(CC(C3)C1)C2,active,7.0
CHEMBL3990536,CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC12CC3CC(CC(C3)C1)C2,active,7.0
CHEMBL3960780,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2c(F)cccc2F)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3990537,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2c(F)cccc2F)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3911576,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3990538,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3971000,CC1CCC(CN(CCN2[C@H]3CC[C@@H]2C[C@H](c2cccc(C(N)=O)c2)C3)C(=O)[C@@H](O)CO)CC1,active,7.0
CHEMBL3990541,CC1CCC(CN(CCN2[C@H]3CC[C@@H]2C[C@H](c2cccc(C(N)=O)c2)C3)C(=O)[C@@H](O)CO)CC1,active,7.0
CHEMBL3964093,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccccc2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3990592,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccccc2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3913816,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(F)(F)CC2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3990593,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(F)(F)CC2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3962974,C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(F)(F)CC1,active,7.0
CHEMBL3990594,C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(F)(F)CC1,active,7.0
CHEMBL3944414,O=C(O)CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC12CC3CC(CC(C3)C1)C2,active,7.0
CHEMBL3990633,O=C(O)CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC12CC3CC(CC(C3)C1)C2,active,7.0
CHEMBL3951589,CC(CO)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(F)(F)CC1,active,7.0
CHEMBL3990667,CC(CO)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(F)(F)CC1,active,7.0
CHEMBL3944063,CC(CO)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1,active,7.0
CHEMBL3990726,CC(CO)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1,active,7.0
CHEMBL3979596,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2cccc(F)c2)C(=O)CO)c1,active,7.0
CHEMBL3990728,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2cccc(F)c2)C(=O)CO)c1,active,7.0
CHEMBL3968243,CC1CCC(CN(CCN2[C@H]3CC[C@@H]2C[C@H](c2cccc(C(N)=O)c2)C3)C(=O)CS(C)(=O)=O)CC1,active,7.0
CHEMBL3990729,CC1CCC(CN(CCN2[C@H]3CC[C@@H]2C[C@H](c2cccc(C(N)=O)c2)C3)C(=O)CS(C)(=O)=O)CC1,active,7.0
CHEMBL3942979,CN[C@@H](CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,active,7.0
CHEMBL3990742,CN[C@@H](CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,active,7.0
CHEMBL3891950,CS(=O)(=O)CC(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3990773,CS(=O)(=O)CC(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3958491,CS(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1,active,7.0
CHEMBL3990825,CS(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1,active,7.0
CHEMBL3897075,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2c(F)cccc2F)C(=O)[C@H]2CC[C@H](O)CC2)c1,active,7.0
CHEMBL3990846,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2c(F)cccc2F)C(=O)[C@H]2CC[C@H](O)CC2)c1,active,7.0
CHEMBL3965695,COCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,active,7.0
CHEMBL3990869,COCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,active,7.0
CHEMBL3967870,CN(C)CC[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(F)(F)CC1,active,7.0
CHEMBL3990871,CN(C)CC[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(F)(F)CC1,active,7.0
CHEMBL3894611,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3990872,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3953788,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1,active,7.0
CHEMBL3990873,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1,active,7.0
CHEMBL3963804,COCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3990874,COCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3936633,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccc(F)cc2)C(=O)CO)c1,active,7.0
CHEMBL3990912,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccc(F)cc2)C(=O)CO)c1,active,7.0
CHEMBL3956373,CC(C)(C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1)S(C)(=O)=O,active,7.0
CHEMBL3990935,CC(C)(C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1)S(C)(=O)=O,active,7.0
CHEMBL3904914,CS(=O)(=O)CC(=O)N(CCc1ccc(F)cc1)CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2,active,7.0
CHEMBL3990942,CS(=O)(=O)CC(=O)N(CCc1ccc(F)cc1)CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2,active,7.0
CHEMBL3937755,COCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3991007,COCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3952629,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1cccc(F)c1,active,7.0
CHEMBL3991010,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1cccc(F)c1,active,7.0
CHEMBL3911639,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(C(F)(F)F)CC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3991030,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(C(F)(F)F)CC2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3959422,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC12CC3CC(CC(C3)C1)C2,active,7.0
CHEMBL3991056,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC12CC3CC(CC(C3)C1)C2,active,7.0
CHEMBL3921673,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3991059,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3911926,CC(C)(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3991060,CC(C)(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3929334,N#CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3991061,N#CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3904035,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(F)(F)CC1,active,7.0
CHEMBL3991101,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(F)(F)CC1,active,7.0
CHEMBL3975358,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3991102,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3964639,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1,active,7.0
CHEMBL3991103,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1,active,7.0
CHEMBL3927259,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCCN(Cc2ccccc2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3991141,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCCN(Cc2ccccc2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3898530,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)[C@H]2CC[C@H](O)CC2)c1,active,7.0
CHEMBL3991143,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCC2)C(=O)[C@H]2CC[C@H](O)CC2)c1,active,7.0
CHEMBL3967052,CC(=O)OCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3991178,CC(=O)OCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3909993,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(C(F)(F)F)CC1,active,7.0
CHEMBL3991179,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC(C(F)(F)F)CC1,active,7.0
CHEMBL3896588,C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1,active,7.0
CHEMBL3991225,C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCC1,active,7.0
CHEMBL3949956,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC(F)(F)c2ccccc2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3991226,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC(F)(F)c2ccccc2)C(=O)[C@@H](O)CO)c1,active,7.0
CHEMBL3948803,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3991255,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3918827,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3991257,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC2)C(=O)[C@H](O)CO)c1,active,7.0
CHEMBL3954546,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccc(CF)cc1,active,7.0
CHEMBL3991258,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccc(CF)cc1,active,7.0
CHEMBL3972380,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC23CC4CC(CC(C4)C2)C3)C(=O)CO)c1,active,7.0
CHEMBL3991306,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC23CC4CC(CC(C4)C2)C3)C(=O)CO)c1,active,7.0
CHEMBL3946714,CC(C)(C)OCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3991307,CC(C)(C)OCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
CHEMBL3915579,CS(=O)(=O)CC(=O)N(CCc1ccccc1)CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2,active,7.0
CHEMBL3991308,CS(=O)(=O)CC(=O)N(CCc1ccccc1)CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2,active,7.0
CHEMBL3951192,CC(C)(C)C(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3991309,CC(C)(C)C(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3963911,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2ccc(O)cc2)C(=O)CO)c1,active,7.0
CHEMBL3991311,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2ccc(O)cc2)C(=O)CO)c1,active,7.0
CHEMBL3959139,CC(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3991373,CC(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,active,7.0
CHEMBL3911241,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccc(C(F)(F)F)cc2)C(=O)CO)c1,active,7.0
CHEMBL3991374,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2ccc(C(F)(F)F)cc2)C(=O)CO)c1,active,7.0
CHEMBL3920969,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccc(C(F)(F)F)cc1,active,7.0
CHEMBL3991375,CN(C)S(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccc(C(F)(F)F)cc1,active,7.0
CHEMBL3907179,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(C(F)(F)F)CC2)C(=O)CO)c1,active,7.0
CHEMBL3991376,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCC(C(F)(F)F)CC2)C(=O)CO)c1,active,7.0
CHEMBL3904165,C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,active,7.0
