ChEMBL ID,Smiles,Canonical_Smiles,bioactivity_class,pKi
CHEMBL401508,C[C@H]1CN(CCC(=O)N[C@@H](CC2CCCCC2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,O=C(N[C@H](C(=O)O)CC1CCCCC1)CCN1CC[C@@]([C@H](C1)C)(C)c1cccc(c1)O,active,6.769551079
CHEMBL3219616,CC[C@@]1(c2cccc(NS(C)(=O)=O)c2)[C@H]2CN(CC3(O)Cc4ccccc4C3)C[C@H]21,CC[C@]1(c2cccc(c2)NS(=O)(=O)C)[C@H]2[C@@H]1CN(C2)CC1(O)Cc2c(C1)cccc2,active,6.769551079
CHEMBL1162933,C[C@H]1C2Cc3ccc(C(=O)NCc4ccc(-c5ccccc5)cc4)cc3[C@@]1(C)CCN2CC1CC1,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)C(=O)NCc1ccc(cc1)c1ccccc1,active,6.769551079
CHEMBL1774951,O=C(CCCCCCCCC(=O)Nc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1)Nc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,O=C(Nc1sc2c(n1)cc1c(c2)C[C@@H]2[C@H]3[C@@]1(CCCC3)CCN2CC1CC1)CCCCCCCCC(=O)Nc1sc2c(n1)cc1c(c2)C[C@@H]2[C@H]3[C@@]1(CCCC3)CCN2CC1CC1,active,6.769551079
CHEMBL3086758,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1cccnc1,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)OC(=O)c1cccnc1,active,6.768785352
CHEMBL476603,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1cccnc1,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)OC(=O)c1cccnc1,active,6.768785352
CHEMBL4647180,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(Cl)cc5)cc4C[C@@]4(OCCOc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,Clc1ccc(cc1)c1cnc2c(c1)C[C@@]1([C@@]34[C@H]2Oc2c4c(C[C@H]1N(CC3)CC1CC1)ccc2O)OCCOc1ccccc1,active,6.764471553
CHEMBL236506,CCOC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccn2)CC1,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccn1,active,6.761953897
CHEMBL189643,CN(C(=O)Cc1ccc(CNS(=O)(=O)Cc2ccccc2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,O[C@H]1CCN(C1)C[C@@H](N(C(=O)Cc1ccc(cc1)CNS(=O)(=O)Cc1ccccc1)C)c1ccccc1,active,6.761953897
CHEMBL1824510,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccnc(Br)c1,Brc1nccc(c1)C(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,6.760200182
CHEMBL1852385,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccnc(Br)c1,Brc1nccc(c1)C(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,6.760200182
CHEMBL3695676,Oc1ccc2c(c1)[C@@]13CCNC[C@H]1[C@@H](C2)N(CC1CC1)CC3,Oc1ccc2c(c1)[C@]13CCNC[C@H]3[C@@H](C2)N(CC1)CC1CC1,active,6.758702613
CHEMBL4115338,C=Cc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1ccccc1)C2,C=Cc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]24CC[C@@]1(OC)[C@H](C2)COCc1ccccc1)C,active,6.758204569
CHEMBL3678964,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccc(F)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CC[N+]1(C)CC1CC1)[C@H]2O5,CO[C@]12CC[C@]3(C[C@@H]1COCc1ccc(cc1)F)[C@@]14[C@H]2Oc2c4c(C[C@H]3[N+](CC1)(C)CC1CC1)ccc2O,active,6.757458572
CHEMBL2112474,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1C(=O)CN(C)C,CN(CC(=O)N1Cc2cc(O)ccc2C[C@@H]1C(=O)N[C@@H](C(C)C)CN1CC[C@@]([C@H](C1)C)(C)c1cccc(c1)O)C,active,6.756961951
CHEMBL149280,CNC(c1cccc(O)c1)C(C)(C)C(=O)NCCc1ccccc1,CNC(C(C(=O)NCCc1ccccc1)(C)C)c1cccc(c1)O,active,6.754487332
CHEMBL407529,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NCc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)O,NCCCC[C@@H](C(=O)O)NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(cc1)O)NCc1ccccc1)CC(C)C)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N,active,6.754487332
CHEMBL191987,CN(C(=O)Cc1ccc(NS(C)(=O)=O)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,O[C@H]1CCN(C1)C[C@@H](N(C(=O)Cc1ccc(cc1)NS(=O)(=O)C)C)c1ccccc1,active,6.752026734
CHEMBL4248801,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@](C)(C=O)C2,O=C[C@@]1(C)C[C@]23CC[C@]1(OC)[C@H]1[C@]43CCN([C@@H]2Cc2c4c(O1)c(OC)cc2)CC1CC1,active,6.746661995
CHEMBL397148,NC(=O)c1ccc(Oc2ccc3c(c2)CCN(CCc2ccccc2)C3)nc1,NC(=O)c1ccc(nc1)Oc1ccc2c(c1)CCN(C2)CCc1ccccc1,active,6.745693668
CHEMBL49143,Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,Nc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,active,6.744727495
CHEMBL263366,CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)CCNC1=O,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCCN)CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)N1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(cc1)O)N)CC(C)C)CCCN=C(N)N)[C@H](CC)C,active,6.744727495
CHEMBL169670,C[C@H]1C2Cc3ccc(Nc4ccc(C(F)(F)F)cc4)cc3[C@@]1(C)CCN2CC1CC1,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)Nc1ccc(cc1)C(F)(F)F,active,6.744727495
CHEMBL474755,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(OC(=O)/C=C/c5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]4(CCC1=O)OC(=O)/C=C/c1ccccc1)CC1CC1,active,6.744727495
CHEMBL1766026,FC(F)(F)CNc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,FC(CNc1sc2c(n1)cc1c(c2)C[C@@H]2[C@H]3[C@@]1(CCCC3)CCN2CC1CC1)(F)F,active,6.744727495
CHEMBL201661,CCC[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CCCc1ccccc1,CCC[C@@H]1C[C@](C)([C@H](CN1CCCc1ccccc1)C)c1cccc(c1)O,active,6.744727495
CHEMBL1075629,c1cc2c(cc1OCCCOc1ccc3c(c1)[C@@]14CCCC[C@H]1[C@@H](C3)N(CC1CCC1)CC4)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,C(COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1)COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,active,6.744727495
CHEMBL585901,O/N=C\c1cc2c(cc1O)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,O/N=C\c1cc2C[C@H]3N(CC[C@@]4(c2cc1O)[C@H]3CCCC4)CC1CCC1,active,6.744727495
CHEMBL4112472,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1c(C)noc1C)C2,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]24CC[C@@]1(OC)[C@H](C2)COCc1c(C)noc1C)CC1CC1,active,6.743763467
CHEMBL607322,CC(=O)NCC(=O)NCC(=O)N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,O=C(N[C@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O)O)CNC(=O)CNC(=O)C,active,6.742321425
CHEMBL299772,NC1=NC([C@]2(N)CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5C3(CCN4CC3CC3)[C@H]2O6)=N[C@]12CC[C@@]1(O)[C@H]3Cc4ccc(O)c5c4C1(CCN3CC1CC1)[C@H]2O5,Oc1ccc2c3c1O[C@@H]1C43CCN([C@H](C2)[C@]4(O)CC[C@@]21N=C(N=C2N)[C@]1(N)CC[C@@]2(C34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O)CC1CC1,active,6.73754891
CHEMBL1672183,Oc1cccc([C@]23CCC[C@H](C2)N(C[C@H]2C[C@@H]2c2ccccc2)CC3)c1,Oc1cccc(c1)[C@@]12CCC[C@H](C2)N(CC1)C[C@H]1C[C@@H]1c1ccccc1,active,6.73754891
CHEMBL1739371,Oc1cccc([C@]23CCC[C@H](C2)N(C[C@H]2C[C@@H]2c2ccccc2)CC3)c1,Oc1cccc(c1)[C@@]12CCC[C@H](C2)N(CC1)C[C@H]1C[C@@H]1c1ccccc1,active,6.73754891
CHEMBL230253,CCCCCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,CCCCCC(c1ccccc1)N1CCC(CC1)(O)c1ccccc1,active,6.735182177
CHEMBL4114477,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1C)[C@H]2O5,CO[C@]12CC[C@]3(C[C@@H]1COCc1ccccc1)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)C)ccc2C(=O)N,active,6.733298033
CHEMBL515864,O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1,O=C(c1ccncc1)N[C@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,6.729088361
CHEMBL2409034,NC(=O)[C@H]1Cc2ccccc2CN(C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)Cc2ccc(O)cc2)C1,O=C([C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)O)N)N[C@H](CC(=O)N1C[C@H](Cc2c(C1)cccc2)C(=O)N)Cc1ccccc1,active,6.728158393
CHEMBL3040073,NC(=O)[C@H]1Cc2ccccc2CN(C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)Cc2ccc(O)cc2)C1,O=C([C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)O)N)N[C@H](CC(=O)N1C[C@H](Cc2c(C1)cccc2)C(=O)N)Cc1ccccc1,active,6.728158393
CHEMBL237506,CCCCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,CCCCCN1CCCc2c(C1)ccc(c2)Oc1ccc(cn1)C(=O)N,active,6.728158393
CHEMBL397945,OC1(c2ccccc2)CCN(C(Cc2ccccc2)c2ccccc2)CC1,OC1(CCN(CC1)C(c1ccccc1)Cc1ccccc1)c1ccccc1,active,6.728158393
CHEMBL1921844,NC(=O)c1ccc(Oc2ccc(CN3CCCC3c3cccc(F)c3)cc2)c(F)c1,Fc1cccc(c1)C1CCCN1Cc1ccc(cc1)Oc1ccc(cc1F)C(=O)N,active,6.728158393
CHEMBL2048775,COc1ccccc1CN(C)c1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,COc1ccccc1CN(c1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1)C,active,6.721246399
CHEMBL1187461,O=C(Cc1ccc(-c2ccccc2)cc1)Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,O=C(Cc1ccc(cc1)c1ccccc1)Oc1ccc2c(c1)[C@]13CCCC[C@]3([C@@H](C2)N(CC1)CC1CCC1)O,active,6.721246399
CHEMBL503457,O=C(Cc1ccc(-c2ccccc2)cc1)Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,O=C(Cc1ccc(cc1)c1ccccc1)Oc1ccc2c(c1)[C@]13CCCC[C@]3([C@@H](C2)N(CC1)CC1CCC1)O,active,6.721246399
CHEMBL1766021,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1cc2sc(N)nc2cc13,Nc1sc2c(n1)cc1c(c2)C[C@@H]2[C@H]3[C@@]1(CCCC3)CCN2C,active,6.721246399
CHEMBL385392,C[C@H]1[C@@H]2CC[C@H](c3ccccc3)CN2CC[C@@]1(C)c1cccc(O)c1,Oc1cccc(c1)[C@]1(C)CCN2[C@H]([C@@H]1C)CC[C@@H](C2)c1ccccc1,active,6.721246399
CHEMBL372823,C#CCN1CC[C@]23CCCCC2[C@H]1Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc4c(c2)[C@@]25CCCCC2[C@@H](C4)N(CC#C)CC5)cc13,C#CCN1CC[C@@]23C([C@H]1Cc1c3cc(cc1)OC(=O)CCCCCCCCC(=O)Oc1ccc3c(c1)[C@]14CCCCC4[C@@H](C3)N(CC1)CC#C)CCCC2,active,6.721246399
CHEMBL569215,Oc1cc2c(cc1CNCCCCNCc1cc3c(cc1O)[C@@]14CCCC[C@H]1[C@@H](C3)N(CC1CCC1)CC4)C[C@@H]1[C@@H]3CCCC[C@]23CCN1CC1CCC1,Oc1cc2c(cc1CNCCCCNCc1cc3C[C@H]4N(CC[C@@]5(c3cc1O)[C@H]4CCCC5)CC1CCC1)C[C@@H]1[C@H]3[C@@]2(CCCC3)CCN1CC1CCC1,active,6.721246399
CHEMBL576273,Ic1ccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)cc1,Ic1ccc(cc1)CNc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,active,6.721246399
CHEMBL4090064,Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)c(Cl)c2)c1,Cc1cc(C)cc(c1)C1CCCN1Cc1ccc(c(c1)Cl)Oc1ccc(cc1F)C(=O)N,active,6.718058067
CHEMBL472937,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccnc1,O=C(c1cccnc1)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,6.716698771
CHEMBL3678971,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccoc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CC[N+]1(C)CC1CC1)[C@H]2O5,CO[C@]12CC[C@]3(C[C@@H]1COCc1ccoc1)[C@@]14[C@H]2Oc2c4c(C[C@H]3[N+](CC1)(C)CC1CC1)ccc2O,active,6.714442691
CHEMBL4577693,CN1/C(=C/C=C/C=C/C2=[N+](CCCCCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCCNC(=N)Nc3ccc4[nH]c5c(c4c3)C[C@@]3(O)[C@H]4Cc6ccc(O)c7c6[C@@]3(CCN4CC3CC3)[C@H]5O7)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O=C(NCC(=O)NCC(=O)NCCCNC(=N)Nc1ccc2c(c1)c1C[C@@]3(O)[C@H]4Cc5c6[C@]3([C@H](c1[nH]2)Oc6c(O)cc5)CCN4CC1CC1)CNC(=O)CNC(=O)CCCCC[N+]1=C(/C=C/C=C/C=C\2/N(C)c3c(C2(C)C)cc(cc3)S(=O)(=O)O)C(c2c1ccc(c2)S(=O)(=O)[O-])(C)C,active,6.714442691
CHEMBL3808398,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C1=O,O=C(N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCCNC(=N)N)Cc1c[nH]c2c1cccc2)CCCNC(=N)N)Cc1ccc(cc1)F)Cc1ccc(cc1)O)CCCNC(=N)N)CCN1Cc2ccccc2C[C@@H](C1=O)NC(=O)[C@H](NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)CCCNC(=N)N,active,6.71219827
CHEMBL4108017,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(F)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CO[C@]12CC[C@]3(C[C@@H]1COCc1ccccc1)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)CC1CC1)ccc2F,active,6.710188161
CHEMBL1672188,Oc1cccc([C@@]23CCC[C@@H](C2)N(C[C@@H]2C[C@@H]2c2ccccc2)CC3)c1,Oc1cccc(c1)[C@]12CCC[C@@H](C2)N(CC1)C[C@@H]1C[C@@H]1c1ccccc1,active,6.707743929
CHEMBL1739505,Oc1cccc([C@@]23CCC[C@@H](C2)N(C[C@@H]2C[C@@H]2c2ccccc2)CC3)c1,Oc1cccc(c1)[C@]12CCC[C@@H](C2)N(CC1)C[C@@H]1C[C@@H]1c1ccccc1,active,6.707743929
CHEMBL4591528,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCOCC2)C(=O)CO)c1,OCC(=O)N(CC1CCOCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,6.7000571
CHEMBL121403,CCC(=O)N(c1ccccc1)[C@@H]1CCN(C[C@@H](O)c2ccccc2)C[C@H]1C,CCC(=O)N([C@@H]1CCN(C[C@H]1C)C[C@H](c1ccccc1)O)c1ccccc1,active,6.698970004
CHEMBL1672184,Oc1cccc([C@@]23CCC[C@@H](C2)N(C[C@@H]2C[C@H]2c2ccccc2)CC3)c1,Oc1cccc(c1)[C@]12CCC[C@@H](C2)N(CC1)C[C@@H]1C[C@H]1c1ccccc1,active,6.698970004
CHEMBL1739472,Oc1cccc([C@@]23CCC[C@@H](C2)N(C[C@@H]2C[C@H]2c2ccccc2)CC3)c1,Oc1cccc(c1)[C@]12CCC[C@@H](C2)N(CC1)C[C@@H]1C[C@H]1c1ccccc1,active,6.698970004
CHEMBL4747286,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O,NCCCC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N[C@H](C(=O)O)CC(C)C)Cc1cccc(c1)O)CCCCN)NC(=O)CCN1Cc2ccccc2C[C@@H](C1=O)NC(=O)[C@H](NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)CCCNC(=N)N,active,6.698970004
CHEMBL3350134,CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@H](NC(=O)CCC(=O)N[C@@H]2CC[C@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6C)[C@@H]2O8)CC[C@]3(O)[C@H]1C5,O=C(N[C@@H]1CC[C@]2([C@@]34[C@@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O)O)CCC(=O)N[C@@H]1CC[C@]2([C@@]34[C@@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O)O,active,6.698970004
CHEMBL1081084,c1cc2c(cc1OCC1CO1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,C1CC(C1)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)OCC1OC1)CCCC2,active,6.698970004
CHEMBL4074110,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@@]3(O)[C@H]1C5,CN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2CCC4)c(cc1)O)O,active,6.696803943
CHEMBL3678975,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccsc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CC[N+]1(C)CC1CC1)[C@H]2O5,CO[C@]12CC[C@]3(C[C@@H]1COCc1ccsc1)[C@@]14[C@H]2Oc2c4c(C[C@H]3[N+](CC1)(C)CC1CC1)ccc2O,active,6.69572495
CHEMBL199684,O=C(Nc1ccccc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccc(F)cc2)CC1,Fc1ccc(cc1)Cn1ccnc1C1(CCN(CC1)C(=O)Nc1ccccc1)c1ccccc1,active,6.692503962
CHEMBL288205,O=C(NC[C@@H]1Cc2ccccc2CN1C(=S)NC[C@H]1CCCN1Cc1ccccc1)Nc1ccccc1,O=C(Nc1ccccc1)NC[C@@H]1Cc2ccccc2CN1C(=S)NC[C@H]1CCCN1Cc1ccccc1,active,6.688246139
CHEMBL1650843,OCC1(N2CCC(n3c(-c4ccc(Cl)cc4)nc4ccccc43)CC2)CCCCCCC1,OCC1(CCCCCCC1)N1CCC(CC1)n1c(nc2c1cccc2)c1ccc(cc1)Cl,active,6.688246139
CHEMBL2386892,CCCC[C@@]12CCN(C)C[C@@H]1Oc1ccc(O)cc12,CCCC[C@@]12CCN(C[C@@H]1Oc1c2cc(O)cc1)C,active,6.684029655
CHEMBL3758348,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(CO)C(=O)CC[C@@]3(O)[C@H]1C5,OC[C@]12Oc3c4[C@]52CCN([C@@H]([C@@]5(CCC1=O)O)Cc4ccc3O)C,active,6.681936665
CHEMBL237074,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCCCc1[nH]c(=O)c(C)nc1C,Oc1cc(C)c(c(c1)C)C[C@@H](C(=O)NCCCCc1[nH]c(=O)c(nc1C)C)N,active,6.680893941
CHEMBL575994,FCCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,FCCCC1OC2(c3c1cccc3)CCN(CC2)Cc1ccccc1,active,6.679853714
CHEMBL106872,CNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1,CNC(=O)[C@@H](N(C(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(cc1)O)N)C)CC(C)C,active,6.679853714
CHEMBL4750783,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N2Cc3ccc(O)cc3C[C@H]2C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O,NCCCC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1Cc2ccc(cc2C[C@H]1C(=O)N[C@@H](C(C)(C)C)C(=O)N[C@H](C(=O)O)CC(C)C)O)CCCCN)NC(=O)CCN1Cc2ccccc2C[C@@H](C1=O)NC(=O)[C@H](NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)CCCNC(=N)N,active,6.679853714
CHEMBL319592,C=C(C)CN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)/C(=C/c2ccccc2)C[C@@]3(O)C1C5,CC(=C)CN1CCC23[C@@]4(C1Cc1c3c(O[C@H]2C(=O)/C(=C/c2ccccc2)/C4)c(cc1)O)O,active,6.677780705
CHEMBL4754076,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](C)Cc1c(C)cc(O)cc1C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,NCCCC[C@@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1c(C)cc(cc1C)O)C)CC(C)C)CCCNC(=N)N)CCCNC(=N)N,active,6.677780705
